Id,Total words_x,Average words per sentence_x,Total OOV words,Average OOV words,Most frequent unigrams 1,Most frequent unigrams 2,Most frequent unigrams 3,Most frequent unigrams 4,Most frequent unigrams 5,Most frequent unigrams 6,Most frequent bigrams 1,Most frequent bigrams 2,Most frequent bigrams 3,Most frequent bigrams 4,Most frequent bigrams 5,Most frequent bigrams 6,Most frequent trigrams 1,Most frequent trigrams 2,Most frequent trigrams 3,Most frequent trigrams 4,Most frequent trigrams 5,Most frequent trigrams 6,Label,Total characters,Digit percentage,Letter percentage,Uppercase percentage,Total number of sentences,Char frequency - a,Char frequency - b,Char frequency - c,Char frequency - d,Char frequency - e,Char frequency - f,Char frequency - g,Char frequency - h,Char frequency - i,Char frequency - j,Char frequency - k,Char frequency - l,Char frequency - m,Char frequency - n,Char frequency - o,Char frequency - p,Char frequency - q,Char frequency - r,Char frequency - s,Char frequency - t,Char frequency - u,Char frequency - v,Char frequency - w,Char frequency - x,Char frequency - y,Char frequency - z,Common char bigram 1,Common char bigram 2,Common char bigram 3,Common char bigram 4,Common char bigram 5,Common char bigram 6,Common char bigram 7,Common char bigram 8,Common char bigram 9,Common char bigram 10,Common char bigram 11,Common char bigram 12,Common char bigram 13,Common char bigram 14,Common char bigram 15,Common char bigram 16,Common char bigram 17,Common char bigram 18,Common char bigram 19,Common char bigram 20,Common char bigram 21,Common char bigram 22,Common char bigram 23,Common char bigram 24,Common char bigram 25,Common char bigram 26,Common char bigram 27,Common char bigram 28,Common char bigram 29,Common char bigram 30,Common char bigram 31,Common char bigram 32,Common char bigram 33,Common char bigram 34,Common char bigram 35,Common char bigram 36,Common char bigram 37,Common char bigram 38,Common char bigram 39,Common char bigram 40,Common char trigram 1,Common char trigram 2,Common char trigram 3,Common char trigram 4,Common char trigram 5,Common char trigram 6,Common char trigram 7,Common char trigram 8,Common char trigram 9,Common char trigram 10,Common char trigram 11,Common char trigram 12,Common char trigram 13,Common char trigram 14,Common char trigram 15,Common char trigram 16,Common char trigram 17,Common char trigram 18,Common char trigram 19,Common char trigram 20,Common char trigram 21,Common char trigram 22,Common char trigram 23,Common char trigram 24,Common char trigram 25,Common char trigram 26,Common char trigram 27,Common char trigram 28,Common char trigram 29,Common char trigram 30,Common char trigram 31,Common char trigram 32,Common char trigram 33,Common char trigram 34,Common char trigram 35,Common char trigram 36,Common char trigram 37,Common char trigram 38,Common char trigram 39,Common char trigram 40,Digit frequency - 0,Digit frequency - 1,Digit frequency - 2,Digit frequency - 3,Digit frequency - 4,Digit frequency - 5,Digit frequency - 6,Digit frequency - 7,Digit frequency - 8,Digit frequency - 9,Special char frequency - ~,Special char frequency - `,Special char frequency - !,Special char frequency - @,Special char frequency - #,Special char frequency - $,Special char frequency - %,Special char frequency - ^,Special char frequency - &,Special char frequency - *,Special char frequency - (,Special char frequency - ),Special char frequency - -,Special char frequency - _,Special char frequency - +,Special char frequency - =,Special char frequency - {,Special char frequency - },Special char frequency - [,Special char frequency - ],Special char frequency - |,Special char frequency - \,Special char frequency - :,Special char frequency - ;,"Special char frequency - """,Special char frequency - ',Special char frequency - <,"Special char frequency - ,",Special char frequency - >,Special char frequency - .,Special char frequency - ?,Special char frequency - /,Total words_y,Average words per sentence_y,Average POS types per sentence,POS to unique words ratio,Total stopwords,Average stopwords per sentence,Most frequent POS unigrams 1,Most frequent POS unigrams 2,Most frequent POS unigrams 3,Most frequent POS unigrams 4,Most frequent POS unigrams 5,Most frequent POS unigrams 6,Most frequent POS unigrams 7,Most frequent POS unigrams 8,Most frequent POS unigrams 9,Most frequent POS unigrams 10,Most frequent POS unigrams 11,Most frequent POS unigrams 12,Most frequent POS unigrams 13,Most frequent POS unigrams 14,Most frequent POS unigrams 15,Most frequent POS unigrams 16,Most frequent POS unigrams 17,Most frequent POS unigrams 18,Most frequent POS unigrams 19,Most frequent POS unigrams 20,Most frequent POS unigrams 21,Most frequent POS unigrams 22,Most frequent POS unigrams 23,Most frequent POS unigrams 24,Most frequent POS unigrams 25,Most frequent POS unigrams 26,Most frequent POS unigrams 27,Most frequent POS unigrams 28,Most frequent POS unigrams 29,Most frequent POS unigrams 30,Most frequent POS unigrams 31,Most frequent POS unigrams 32,Most frequent POS bigrams 1,Most frequent POS bigrams 2,Most frequent POS bigrams 3,Most frequent POS bigrams 4,Most frequent POS bigrams 5,Most frequent POS bigrams 6,Most frequent POS bigrams 7,Most frequent POS bigrams 8,Most frequent POS bigrams 9,Most frequent POS bigrams 10,Most frequent POS bigrams 11,Most frequent POS bigrams 12,Most frequent POS bigrams 13,Most frequent POS bigrams 14,Most frequent POS bigrams 15,Most frequent POS bigrams 16,Most frequent POS trigrams 1,Most frequent POS trigrams 2,Most frequent POS trigrams 3,Most frequent POS trigrams 4,Most frequent POS trigrams 5,Most frequent POS trigrams 6,Most frequent POS trigrams 7,Most frequent POS trigrams 8,Total sentences,Average sentence length,Flesch-kincaid grade level score
59,276,21.23076923076923,58,0.1131386861313868,11,7,4,4,3,3,7,4,3,3,3,2,3,3,3,2,2,1,Chatgpt,1560,0.0,0.8064102564102564,0.0141025641025641,13,107,18,33,45,209,37,18,58,89,4,3,32,38,90,86,37,1,72,80,101,22,28,18,2,30,0,56,51,42,41,37,33,29,29,28,28,28,25,24,21,21,21,21,19,18,18,17,17,17,17,16,16,15,15,14,14,14,14,13,13,13,12,12,12,12,12,29,25,24,19,17,16,16,16,15,14,14,14,13,12,12,12,12,10,10,10,10,10,10,10,10,10,9,8,8,8,8,8,8,8,8,8,8,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,13,0,0,276,21.23076923076923,21.23076923076923,2.173228346456693,142,10.923076923076923,39,30,28,27,23,22,20,17,13,10,10,8,7,6,4,4,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,13,11,9,9,8,8,7,7,7,6,6,6,5,5,5,5,8,7,7,4,4,4,4,4,13,119.07692307692308,10.348706800445932
60,288,22.153846153846153,74,0.1201413427561837,6,5,3,3,3,3,3,2,2,2,2,1,1,1,1,1,1,1,Chatgpt,1831,0.0,0.821409066084107,0.0076460950300382,13,114,24,58,34,169,30,29,65,139,0,10,72,35,117,120,38,3,79,133,137,47,15,10,3,20,3,49,48,43,41,39,35,34,31,27,25,23,22,22,21,20,20,19,19,19,18,18,18,17,17,17,17,16,16,16,16,15,15,14,14,14,14,14,13,13,13,32,23,15,14,14,13,13,12,12,12,12,12,12,12,11,11,10,10,10,9,9,9,9,9,9,9,9,8,8,8,8,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,13,0,0,288,22.153846153846153,22.153846153846153,1.9591836734693877,145,11.153846153846152,48,37,36,36,25,15,13,13,13,10,8,8,7,6,6,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,16,14,14,8,8,8,7,7,6,6,5,5,5,5,4,6,6,6,6,5,5,4,4,13,139.92307692307693,13.84721153846154
61,284,23.666666666666668,55,0.1032028469750889,5,5,4,4,4,3,4,3,2,2,2,2,3,2,2,2,1,1,Chatgpt,1551,0.0,0.8007736943907157,0.0109606705351386,12,108,11,36,32,180,33,27,56,77,2,7,60,28,97,98,32,1,73,79,114,25,16,30,3,17,0,68,52,44,34,30,27,26,26,23,23,22,22,22,21,20,20,20,20,19,18,18,16,16,16,15,15,14,14,13,13,13,13,13,12,12,12,11,11,11,11,25,19,18,18,17,14,14,14,14,13,12,11,11,10,10,9,8,8,8,8,8,8,8,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,12,0,0,284,23.666666666666668,23.583333333333332,2.035971223021583,141,11.75,39,35,29,24,20,20,18,14,14,13,12,9,8,7,5,3,3,3,2,2,1,1,0,0,0,0,0,0,0,0,0,0,14,13,11,10,8,7,7,6,6,6,6,5,5,5,4,4,6,5,5,4,4,3,3,3,12,128.33333333333334,10.091808009422852
62,320,20.0,83,0.146031746031746,10,7,5,5,4,3,3,2,2,2,2,2,2,2,2,2,1,1,Chatgpt,1918,0.0,0.8143899895724713,0.0104275286757038,16,174,20,59,58,179,32,39,52,103,4,11,85,45,121,103,46,1,95,95,118,34,21,20,8,35,4,70,56,50,38,34,34,33,33,28,28,27,24,24,23,23,23,21,21,21,21,20,19,18,18,18,18,17,17,16,16,16,16,16,16,15,15,14,14,14,14,25,22,20,20,17,16,16,16,16,15,14,14,14,14,14,14,13,12,12,10,10,10,9,9,9,9,9,9,8,8,8,8,8,8,8,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,16,0,0,320,20.0,20.0,2.1052631578947367,150,9.375,55,45,41,34,29,24,23,15,12,11,10,7,4,3,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,16,14,12,12,11,11,11,11,9,8,8,7,6,6,6,9,6,6,6,5,5,5,5,16,118.9375,11.148125000000004
63,314,24.153846153846153,77,0.1387096774193548,9,8,6,6,3,3,3,3,3,3,3,2,3,2,2,2,2,2,Chatgpt,1940,0.002061855670103,0.8201030927835051,0.0072164948453608,13,126,16,51,70,205,28,38,73,145,0,10,63,32,133,121,39,2,85,99,168,29,16,19,1,20,2,77,56,50,47,45,37,36,34,31,31,30,29,29,27,24,24,22,22,22,21,20,20,20,20,19,19,18,17,16,16,16,16,16,16,15,15,15,15,14,14,44,32,20,20,19,19,18,17,16,14,14,14,14,14,12,11,11,11,11,11,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,9,9,9,9,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,0,13,0,0,314,24.153846153846153,24.23076923076923,2.404580152671756,167,12.846153846153848,39,38,35,33,26,22,20,19,16,12,10,9,8,8,6,5,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,17,12,12,11,10,10,9,8,8,7,7,7,6,6,6,6,6,5,4,4,4,4,4,4,13,148.30769230769232,13.430499755022051
64,330,23.571428571428573,50,0.0545454545454545,7,6,5,5,4,3,3,3,3,2,2,2,3,2,2,2,2,2,Chatgpt,1804,0.0,0.799889135254989,0.0144124168514412,14,110,25,44,59,200,43,27,83,140,1,3,74,47,122,88,23,1,74,67,116,38,10,29,4,15,0,65,41,41,38,37,37,32,31,30,30,30,29,28,27,27,23,23,23,22,22,20,20,20,19,19,18,18,17,16,16,16,16,15,14,14,14,14,13,13,13,29,21,19,19,16,16,15,15,15,14,14,14,14,14,13,13,13,11,11,11,11,11,11,11,11,11,11,10,10,10,10,9,9,9,9,9,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,14,0,0,330,23.571428571428573,23.571428571428573,2.5984251968503935,196,14.0,64,52,31,23,22,18,16,14,11,10,10,10,8,8,7,5,5,4,3,3,2,2,0,0,0,0,0,0,0,0,0,0,22,19,18,12,12,9,9,8,8,8,7,6,5,5,5,5,10,9,8,8,6,6,5,4,14,127.92857142857144,10.45926406926407
65,318,22.714285714285715,73,0.1142857142857142,10,8,7,5,4,4,4,4,3,2,2,2,2,2,2,2,2,2,Chatgpt,1866,0.0,0.8102893890675241,0.0080385852090032,14,111,23,69,52,214,58,25,66,114,0,6,72,31,100,106,35,0,75,103,120,58,28,25,9,11,1,67,53,42,37,36,35,30,29,28,28,28,26,24,22,21,21,21,21,20,20,20,20,20,19,19,19,19,18,17,17,17,16,16,16,16,16,15,14,14,14,32,19,16,16,15,15,15,14,13,12,12,12,12,11,11,11,11,10,10,10,10,10,10,10,10,10,10,10,10,9,9,9,9,9,9,9,9,9,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,14,0,0,318,22.714285714285715,22.714285714285715,2.287769784172662,154,11.0,38,35,35,32,28,22,22,16,15,14,12,11,11,6,5,3,3,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,15,14,12,11,9,9,8,7,7,7,7,6,6,6,5,5,6,6,5,5,4,4,4,4,14,132.35714285714286,11.22381850853549
66,336,18.666666666666668,68,0.0753012048192771,15,7,7,6,5,4,7,6,5,4,2,2,6,5,2,1,1,1,Chatgpt,1948,0.0,0.8059548254620124,0.0123203285420944,18,105,25,36,66,212,42,27,48,99,0,20,95,49,110,161,40,0,95,106,81,45,20,51,4,33,0,72,50,44,36,33,31,30,29,29,28,28,27,26,25,25,23,23,23,22,22,22,21,20,20,19,19,18,17,17,17,17,17,16,15,15,15,15,15,15,14,28,24,22,22,17,15,15,15,15,14,14,14,13,13,13,12,12,12,12,12,11,11,11,10,10,10,10,10,9,9,9,8,8,8,8,8,8,8,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20,0,18,0,0,336,18.666666666666668,18.72222222222222,2.2317880794701987,163,9.055555555555555,67,38,35,25,23,22,21,18,17,14,11,11,11,4,3,3,3,2,2,2,1,1,1,1,0,0,0,0,0,0,0,0,16,15,14,14,13,12,12,9,9,8,8,8,8,8,7,7,8,7,6,6,6,5,5,5,18,107.27777777777776,10.116428571428573
67,359,27.615384615384617,78,0.1033519553072625,14,12,8,8,6,5,8,6,4,3,3,3,3,3,2,2,2,1,Chatgpt,2198,0.0,0.8184713375796179,0.0059144676979071,13,130,38,69,84,198,37,28,74,160,0,1,70,51,133,140,45,3,113,122,174,48,17,14,4,44,2,71,54,50,45,42,38,38,37,36,35,34,34,32,31,30,29,29,28,26,26,26,26,24,23,22,21,21,21,20,19,19,19,18,18,18,18,18,17,17,17,36,35,24,23,23,20,16,16,15,15,14,14,14,14,14,14,14,14,14,14,14,14,13,13,13,12,11,11,11,11,11,11,10,10,10,10,9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,19,0,13,0,0,359,27.615384615384617,28.23076923076923,2.337579617834395,168,12.923076923076923,49,40,37,37,37,35,28,15,14,12,10,8,8,7,5,5,4,4,3,2,2,1,1,1,1,0,0,0,0,0,0,0,19,19,15,14,13,13,9,9,9,9,8,8,8,7,7,7,8,7,5,5,4,4,4,4,13,168.15384615384616,14.658163702592676
68,273,24.818181818181817,70,0.1208791208791208,15,11,8,7,7,5,11,7,4,4,3,2,7,4,4,2,2,2,Chatgpt,1753,0.0,0.8237307472903593,0.0062749572162007,11,148,9,106,68,156,25,20,67,109,0,2,63,36,114,96,40,1,92,110,93,39,28,7,3,12,0,53,45,44,38,35,32,29,28,27,25,24,24,24,24,22,21,20,19,19,18,18,18,18,18,17,17,17,16,16,16,16,16,16,16,16,15,15,15,14,14,20,19,18,18,18,17,17,17,16,16,16,13,13,12,12,11,11,11,11,11,11,11,11,11,11,11,10,10,10,10,10,9,9,9,9,9,9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,15,0,11,0,0,273,24.818181818181817,25.818181818181817,2.3865546218487395,125,11.363636363636363,61,32,31,28,26,16,15,11,11,10,10,8,6,5,4,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,18,18,14,11,11,8,8,8,8,8,8,7,7,6,6,6,10,9,8,8,6,6,6,5,11,158.45454545454547,13.939810189810188
69,304,20.266666666666666,66,0.1092715231788079,8,6,5,5,4,4,4,4,3,3,3,3,3,3,3,2,2,2,Chatgpt,1883,0.0,0.8215613382899628,0.0095592140201805,15,119,19,53,52,239,30,24,66,130,1,23,68,31,102,96,42,3,132,73,116,25,21,31,15,35,1,55,52,51,43,38,34,33,31,27,27,26,26,26,25,24,23,22,22,20,19,19,18,18,17,17,17,16,16,16,16,15,15,15,15,15,15,14,14,14,14,29,23,20,18,17,16,16,15,15,15,15,14,14,14,13,13,13,13,13,13,13,13,13,12,12,12,12,11,11,11,11,11,10,10,10,10,10,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,15,0,0,304,20.266666666666666,20.266666666666666,2.356589147286822,145,9.666666666666666,52,35,34,33,20,20,15,14,13,11,10,8,8,6,5,5,4,3,3,1,1,1,1,0,0,0,0,0,0,0,0,0,21,15,12,11,10,10,9,9,8,8,5,5,5,5,5,5,11,9,8,6,6,6,5,5,15,124.6,12.80014912280702
70,326,20.375,71,0.1141975308641975,12,11,11,3,3,3,11,2,2,2,2,2,2,2,2,2,2,2,Chatgpt,2056,0.0,0.8253891050583657,0.0077821011673151,16,128,27,48,93,209,33,26,80,128,1,16,65,44,123,138,27,1,107,121,166,40,17,29,1,28,1,53,48,42,40,39,38,38,32,30,30,29,29,29,27,26,26,26,26,24,24,23,23,23,22,22,21,20,20,20,19,19,19,18,18,18,17,17,16,16,16,29,28,22,20,18,16,16,15,15,15,15,15,15,15,14,14,14,14,14,13,13,13,12,12,12,12,12,12,12,11,11,11,11,11,11,11,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15,0,16,0,0,326,20.375,20.4375,2.2244897959183674,153,9.5625,50,45,40,31,24,23,19,15,10,10,9,9,9,8,7,5,3,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,19,12,11,11,10,10,9,9,9,7,7,7,7,7,6,6,8,6,6,5,4,4,3,3,16,127.5625,12.712009202453988
71,307,25.583333333333332,63,0.1172638436482084,11,11,9,5,4,4,11,4,3,3,3,3,4,3,3,3,3,2,Chatgpt,1932,0.0,0.827639751552795,0.0129399585921325,12,111,20,81,65,189,25,33,45,127,2,7,82,35,120,140,49,0,70,102,147,55,28,28,5,33,0,55,41,39,39,38,35,34,31,30,29,29,25,25,25,25,24,22,21,21,19,19,19,19,19,19,18,17,17,17,17,16,16,16,16,16,16,16,16,15,15,21,19,19,19,18,18,17,17,17,16,16,15,14,14,14,13,13,13,13,13,13,12,12,12,12,12,11,11,11,11,11,11,10,10,9,9,9,9,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,13,0,12,0,0,307,25.583333333333332,25.75,2.1020408163265305,132,11.0,74,35,30,23,21,20,17,16,14,14,9,8,7,5,4,3,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,22,13,12,12,12,12,10,9,8,8,7,6,6,6,5,5,10,10,7,6,5,5,5,4,12,160.08333333333334,14.464565689467973
72,283,25.727272727272727,86,0.2056737588652482,6,3,3,3,3,3,3,3,3,2,1,1,3,1,1,1,1,1,Chatgpt,1809,0.0,0.8286346047540077,0.0060807075732448,11,124,30,57,63,162,35,27,63,132,3,1,65,46,111,129,32,2,80,104,137,49,17,9,0,21,0,54,52,48,44,33,32,31,31,26,26,24,23,22,22,22,20,20,20,19,19,19,18,18,18,17,17,17,16,16,15,15,15,14,14,14,14,14,14,13,13,25,24,21,20,19,18,17,16,12,12,12,11,11,11,11,10,10,10,10,10,10,9,9,9,9,9,9,9,9,9,9,9,9,8,8,8,8,8,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,11,0,0,283,25.727272727272727,25.727272727272727,1.912162162162162,128,11.636363636363637,48,38,36,32,25,19,17,13,11,9,9,9,6,3,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16,15,14,12,11,10,10,10,9,8,7,7,6,6,6,5,9,7,6,6,6,6,5,5,11,163.54545454545453,15.868342434950211
73,306,30.6,77,0.1301369863013698,13,10,8,8,8,5,8,8,8,5,3,3,8,8,3,3,3,3,Chatgpt,1920,0.0,0.8208333333333333,0.0083333333333333,10,124,29,40,46,150,40,38,80,156,13,4,88,35,108,128,36,4,96,98,107,56,16,45,1,38,0,46,43,39,31,31,30,30,30,30,27,26,26,24,23,23,23,23,22,21,21,21,20,20,19,19,19,19,19,17,17,17,17,17,16,16,16,16,16,16,15,26,24,18,17,17,17,16,16,16,16,14,13,13,13,13,13,13,13,13,13,13,12,11,11,11,11,10,10,10,10,10,10,10,9,9,9,9,9,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14,0,10,0,0,306,30.6,30.7,2.5371900826446283,126,12.6,60,44,38,27,27,18,16,14,13,9,7,7,6,6,5,5,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,27,25,20,13,10,10,9,9,9,8,7,6,5,5,5,5,17,15,10,8,8,5,5,5,10,191.1,16.360222222222223
74,329,23.5,92,0.1524390243902439,11,7,7,6,4,4,6,2,2,2,2,2,2,2,1,1,1,1,Chatgpt,2090,0.0,0.8229665071770335,0.0066985645933014,14,145,18,61,80,208,41,53,51,113,6,10,57,30,138,126,30,1,127,131,156,69,21,15,6,27,0,54,50,43,39,39,32,32,31,30,29,28,26,26,26,25,25,25,24,24,24,23,23,23,23,22,21,21,20,20,19,19,19,18,17,17,17,17,16,16,15,24,23,21,21,19,19,17,16,15,13,13,13,13,13,13,13,13,13,12,12,12,12,12,12,11,11,11,10,10,10,9,9,9,9,9,9,9,9,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,20,0,14,0,0,329,23.5,24.0,2.0119760479041915,154,11.0,50,46,38,30,29,23,19,18,18,13,9,9,7,7,7,5,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,21,15,14,11,11,10,10,10,8,8,8,7,7,7,6,5,9,7,7,7,7,5,5,4,14,148.35714285714286,13.85550151975684
75,314,20.933333333333337,80,0.1442307692307692,9,7,5,4,4,4,5,3,2,2,2,2,3,2,1,1,1,1,Chatgpt,1896,0.0,0.8164556962025317,0.0079113924050632,15,134,11,55,52,195,28,22,62,109,2,12,64,59,119,123,34,0,88,109,132,44,31,31,6,25,1,69,48,45,39,36,33,31,30,29,29,27,26,24,24,23,22,22,22,21,21,20,20,20,19,19,19,18,18,18,18,18,18,17,17,16,15,15,15,15,15,24,23,21,19,19,18,15,14,14,13,13,13,12,12,12,12,11,10,10,10,10,10,10,10,9,9,9,9,9,9,9,8,8,8,8,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,15,0,0,314,20.933333333333337,20.933333333333337,1.9382716049382716,147,9.8,46,36,32,24,22,21,20,17,15,14,13,12,8,7,6,6,5,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,15,12,11,10,10,8,8,8,7,7,6,6,5,5,5,5,6,5,5,4,4,4,4,3,15,125.46666666666668,11.643010615711257
76,258,21.5,47,0.0852713178294573,7,6,6,6,5,3,5,2,2,2,2,2,2,2,2,2,1,1,Chatgpt,1521,0.0,0.814595660749507,0.0085470085470085,12,110,23,29,58,167,30,28,45,80,0,6,63,30,88,94,34,1,88,51,108,34,24,19,4,24,1,51,49,41,28,27,26,25,24,24,20,19,19,19,19,19,18,18,17,17,17,16,16,16,16,15,15,15,15,15,14,14,14,14,13,12,12,12,11,11,11,24,19,17,15,15,14,14,14,11,11,11,11,10,10,10,10,9,9,9,9,8,8,8,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,0,12,0,0,258,21.5,21.583333333333332,1.9770992366412217,129,10.75,46,30,27,25,21,18,18,15,13,9,6,5,4,3,3,3,3,3,2,1,1,1,1,0,0,0,0,0,0,0,0,0,15,12,11,10,10,9,8,7,6,6,6,5,5,5,5,4,8,6,5,5,5,5,4,4,12,125.83333333333331,11.880775193798453
77,290,29.0,59,0.1314878892733564,11,6,5,4,4,3,3,3,2,2,2,2,3,2,2,2,2,2,Chatgpt,1796,0.0,0.8273942093541202,0.0055679287305122,10,133,20,52,67,184,27,16,54,111,8,4,59,27,109,99,38,3,88,115,149,54,19,18,4,23,5,47,44,44,43,35,31,30,28,28,27,25,25,25,24,24,23,23,22,22,21,20,20,20,20,19,19,19,19,18,18,17,17,16,15,14,14,14,14,13,13,25,20,17,17,16,16,16,15,14,14,14,13,13,13,13,13,12,12,12,12,12,11,11,10,10,9,9,9,9,8,8,8,8,8,8,8,8,8,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,0,10,0,0,290,29.0,29.1,2.139705882352941,135,13.5,44,41,34,26,25,23,15,15,10,10,8,8,7,5,4,3,3,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,14,12,11,10,10,9,9,8,8,8,8,7,7,6,6,5,8,6,5,4,4,4,4,4,10,178.7,15.774827586206897
78,299,23.0,63,0.1178451178451178,8,7,7,7,6,4,7,5,3,2,2,2,5,2,2,2,2,2,Chatgpt,1809,0.0,0.8197899391929243,0.0093974571586511,13,147,26,47,49,186,35,62,60,110,1,8,82,25,140,101,20,2,85,80,109,46,25,14,1,20,2,57,52,46,39,39,37,30,29,29,29,24,24,24,22,21,20,20,19,19,19,19,19,19,19,17,17,17,17,16,16,16,15,15,15,15,15,15,14,13,13,21,17,16,16,16,15,14,13,13,13,13,13,13,13,12,12,12,12,11,11,11,11,10,10,10,10,10,10,10,9,9,9,9,8,8,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,11,0,13,0,0,299,23.0,23.153846153846153,2.075862068965517,135,10.384615384615383,44,42,30,27,25,17,16,13,12,12,10,9,8,8,6,5,3,3,2,2,2,2,1,1,0,0,0,0,0,0,0,0,16,15,14,13,8,6,6,6,6,5,5,5,5,4,4,4,12,5,5,5,4,4,4,3,13,138.23076923076923,11.974749163879604
79,384,24.0,118,0.1910994764397905,13,13,8,8,6,6,12,7,3,3,3,3,7,3,3,3,3,3,Chatgpt,2470,0.0,0.8267206477732794,0.0085020242914979,16,182,34,71,90,263,42,51,87,132,4,7,76,54,158,143,48,1,129,154,190,47,15,27,3,34,0,60,59,52,51,50,49,49,46,44,43,38,37,33,33,32,32,31,31,27,26,26,25,23,22,22,22,21,21,20,19,19,19,19,18,17,17,17,17,17,16,35,34,31,31,28,24,17,15,15,15,15,14,14,14,14,14,14,14,14,13,13,13,13,13,13,13,13,13,13,13,13,13,12,12,12,12,12,12,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,2,0,21,0,16,0,0,384,24.0,24.0,2.6666666666666665,178,11.125,68,51,36,34,32,32,23,21,15,13,11,10,8,5,5,4,3,3,3,3,2,1,0,0,0,0,0,0,0,0,0,0,20,18,16,14,14,13,12,10,10,10,9,8,8,8,7,7,14,10,9,7,7,6,6,6,16,153.4375,13.75798969072165
